"TABLE 15a: Person and Vehicle Miles Traveled Per Household"
""
"Household Income","PMT/HH","VMT/HH"
"$50,000 to $74,999",65.2931239522706,39.3962649373073
"$75,000 to $99,999",87.2532806069397,57.802186042061
"$100,000 to $149,999",100.140235985931,68.3165759171879
"$150,000 to $199,999",159.312320366839,98.6857016780126
"$200,000 to $249,999",215.917297953363,140.575029944019
"$250,000 or more",142.097230799495,99.0996603239585
"DK ",43.5668776534556,18.8498642417772
"RF",93.0643009472182,76.5633683274729
"$0 to $9,999",18.5026958998785,10.4772407523351
"$10,000 to $24,999",302.237852891623,61.9612023610238
"$25,000 to $34,999",95.3584589124419,38.5915955151636
"$35,000 to $49,999",105.445119468678,74.5066539299575
"$50,000 to $74,999",54.8853243055327,34.2338107291456
"$75,000 to $99,999",54.5427547097921,40.7572536397358
"$100,000 to $149,999",204.323548538419,77.8737265343496
"$150,000 to $199,999",134.381424022499,120.401444975178
"$200,000 to $249,999",114.523700966236,102.51085659271
"$250,000 or more",787.98927596471,41.6223083941836
"DK ",61.7394337511983,47.0207935694455
"RF",42.0613649932057,40.605432096298
"$0 to $9,999",72.9183980676909,61.4663527454988
"$10,000 to $24,999",28.7336755502124,13.5226774644144
"$25,000 to $34,999",182.387265178495,109.637842291044
"$35,000 to $49,999",67.2084624110438,48.6836840248626
"$50,000 to $74,999",56.6382863116802,43.1424736268456
"$75,000 to $99,999",87.8691286660262,68.6993258834409
"$100,000 to $149,999",136.0963580983,29.715686830376
"$150,000 to $199,999",57.8750137690017,57.8110494724488
"$250,000 or more",107.713507509401,6.58536443278084
"DK ",23.8498851252804,23.8498851252804
"RF",16.6832413406866,15.6371175194485
"$0 to $9,999",18.0242438754518,18.0242438754518
"$10,000 to $24,999",31.8548918600917,24.100617655486
"$25,000 to $34,999",65.5043877443375,41.3527143884639
"$35,000 to $49,999",38.6663175803077,31.7394049750475
"$50,000 to $74,999",80.311772637283,67.0044597895774
"$75,000 to $99,999",46.5961795080713,44.7218476100049
"$100,000 to $149,999",69.8219431800977,35.1450292086745
"$150,000 to $199,999",118.775425852396,87.619074865447
"$200,000 to $249,999",40.7373054644956,40.7373054644956
"DK ",36.1550992695313,33.1461672167739
"RF",170.421095901442,118.719356170618
"$0 to $9,999",20.8339183009729,18.8970210183408
"$10,000 to $24,999",24.2093081013324,18.1603095943692
"$25,000 to $34,999",79.2251987140498,54.6531399046866
"$35,000 to $49,999",49.844745559549,34.0731694533358
"$50,000 to $74,999",61.6360994978112,52.4417220722758
"$75,000 to $99,999",32.1024565168831,25.0353218477819
"$100,000 to $149,999",33.5328601905154,23.3639283910628
"$150,000 to $199,999",233.735178679035,95.0989529414511
"DK ",131.480370846241,131.480370846241
"RF",277.408196445228,158.127375778867
"$0 to $9,999",42.3890956351643,28.8047728201898
"$10,000 to $24,999",54.4220254778281,31.7134038650129
"$25,000 to $34,999",59.7499698895348,49.242322864626
"$35,000 to $49,999",95.6243484282146,67.4631602440703
"$50,000 to $74,999",51.0201149783597,38.2114340009148
"$75,000 to $99,999",72.9614924164259,60.2799512234866
"$100,000 to $149,999",133.091611833753,45.0108807498456
"$150,000 to $199,999",428.124927228978,249.028371492126
"$200,000 to $249,999",87.6383969238737,78.5633722118805
"$250,000 or more",72.1837194001483,55.6416347634581
"DK ",40.7199685278086,27.2203190668367
"RF",53.8513612407034,51.0026161785639
"$0 to $9,999",16.3184361567712,14.8502232596145
"$10,000 to $24,999",22.2068388071732,16.1494185290646
"$25,000 to $34,999",11.2591001559855,9.65852905858315
"$35,000 to $49,999",45.2388499804329,17.0054623771919
"$50,000 to $74,999",89.3886281736207,71.0980507023551
"$75,000 to $99,999",103.360633234021,48.889190420863
"$100,000 to $149,999",183.086729797143,93.3304801096803
"$150,000 to $199,999",185.382573318418,155.605998398704
"RF",10.3148160457256,2.13019429864719
"$0 to $9,999",48.3156504901914,12.0895890791046
"$10,000 to $24,999",47.1467495661795,26.1103859652439
"$25,000 to $34,999",50.1422005240454,37.6472684620561
"$35,000 to $49,999",43.8854248672539,36.20907458004
"$50,000 to $74,999",73.100180655693,52.7657600495603
"$75,000 to $99,999",80.1000782080392,55.0715907923627
"$100,000 to $149,999",113.207309694924,51.6646384159518
"$150,000 to $199,999",179.700760157589,109.912148717917
"$200,000 to $249,999",153.623653763169,119.917397405612
"$250,000 or more",219.195579596158,140.240062267864
"DK ",79.573393639416,32.1746120934221
"RF",146.308062384105,127.079627418385
"$0 to $9,999",8.38930277961527,1.07580319335787
"$10,000 to $24,999",101.237891185589,78.4523652055035
"$25,000 to $34,999",20.8374150221073,18.7747346489945
"$35,000 to $49,999",30.7696093610333,23.8357898527363
"$50,000 to $74,999",56.4971460064719,29.5135393514949
"$75,000 to $99,999",138.83447897384,38.2404805814517
"$100,000 to $149,999",104.768990205955,53.8751059544036
"$150,000 to $199,999",214.997652550703,91.3122186822123
"$200,000 to $249,999",395.801856212935,308.553454864724
"$250,000 or more",48.8670422991068,46.2814980620345
"DK ",6.79025870378054,6.79025870378054
"RF",131.394597886071,116.005320599345
"$0 to $9,999",16.9440101806647,12.4021151792675
"$10,000 to $24,999",76.5466819183595,26.1173087240634
"$25,000 to $34,999",52.3744803338803,31.8824524939312
"$35,000 to $49,999",64.1432664118617,34.9432073144112
"$50,000 to $74,999",86.9240600851683,60.8453949080563
"$75,000 to $99,999",90.9026676947231,44.6623454543946
"$100,000 to $149,999",132.750225690927,80.0976467292686
"$150,000 to $199,999",122.972452194033,111.682828062716
"$200,000 to $249,999",52.3439024385245,50.1872208008214
"DK ",69.2304992057566,56.7288099482472
"RF",23.373630384608,22.4148064699926
"Total",103.241075529072,42.0766915182376
"Total",78.8111629702175,56.7969998287655
"Total",105.714616559857,52.7907455192881
"Total",71.5598797350193,48.1446966255492
"Total",91.5781127040582,72.1271146987498
"Total",122.193204619735,52.1045591371261
"Total",97.7638157297771,55.3712833930121
"Total",73.9489864391512,47.8535964929089
"Total",74.9649884371574,48.1164458232476
"Total",72.3494147895724,46.3612257800727
"Total",91.6780693127856,60.675917068581
"Total",58.1723570960835,39.2410633299962
"Total",204.254638400206,104.321942514582
"Total",98.7246219013002,73.6937101345387
"Total",98.517822470004,53.6520994428288
"Total",84.1478694074651,45.3745962914853
"Total",120.313547731782,86.5286550656404
"Total",155.785904245998,80.9212134952143
"Total",77.3484454261745,42.9313650048649
"Total",106.540894311684,60.1390556860538
"Total",91.4027165662749,46.6716224662964
"Total",95.0759267020894,41.084645282594
"Total",44.462244005572,30.6719059118519
"Total",77.6744268467944,47.3060892057279
"Total",72.365709436912,59.6613025382897
"Total",66.4958478240571,46.475795321788
"Total",85.316774625222,54.9990578013084
"Total",63.1160694380067,39.9402043378431
"Total",63.2372051486342,45.8772301348493
"Total",89.1577969242853,47.5723749494899
"Total",64.1528849820931,45.9187509877888
"Total",46.3230369621032,31.6462452656671
"Total",91.054031783709,55.9035294769902
"Total",72.7018780828913,38.9640487866311
"Total",115.919191044897,85.9752008491303
"Total",102.507988410197,57.4676610438059
"Total",99.5486505419224,41.1374864208531
"Total",90.8103648047789,21.7356758111828
"Total",78.9091424053007,50.7957490277031
"Total",71.4059067390859,51.4679781254685
"Total",93.1263908051314,50.8795406881438
"Total",72.628822073776,42.8354071685726
"Total",99.8571774582967,55.4308100049518
"Total",96.9071938706597,49.461750243519
"Total",97.0895922635518,46.0244274716507
"Total",97.6499127689424,75.0715799848047
"Total",54.8801216253758,37.1224675188862
"Total",146.472265057475,87.8284713038091
"Total",84.7245557978713,56.7273758457862
"Total",139.056193467968,53.4139547467428
"Total",76.6163607628073,47.8400143435649
"Total",51.8137855977588,38.2050876717219
"Total",47.5713190565376,34.2989332305709
"Total",73.4247146845403,48.3197396884551
"Total",64.6009871544482,40.3329381906775
"Total",87.849748637489,54.9536052299131
"Total",85.9979717142959,46.3968390923616
"Total",71.271922900804,41.0161070424817
